lc_words	count
accept help	1
acceptance of completed	1
acceptance of completed voter	1
acceptance of completed voter registration	1
acceptance of completed voter registration application	1
acceptance of completed voter registration application forms	1
acceptance of completed voter registration application forms for transmittal	1
acceptance of completed voter registration application forms for transmittal to the appropriate state	1
acceptance of completed voter registration application forms for transmittal to the appropriate state election	1
acceptance of completed voter registration application forms for transmittal to the appropriate state election official	1
acceptance.sec	1
accepted and used	1
accepted and used for notification	1
accepted and used for notification of a registrants	1
accepted and used for notification of a registrants change	1
accepted and used for notification of a registrants change of address	1
accepted at a state	1
accepted at a state motor	1
accepted at a state motor vehicle	1
accepted at a state motor vehicle authority	1
accepted at a voter	1
accepted at a voter registration	1
accepted at a voter registration agency	1
accepted at the voter	1
accepted at the voter registration	1
accepted at the voter registration agency	1
accepting	1
accepting and using	1
accepting and using the form	1
accessibility	1
accessibility for the elderly	1
accessibility for the elderly and handicapped	1
accessibility for the elderly and handicapped act	1
accordance with change	1
accordance with change of residence	1
accordance with change of residence information	1
accordance with change of residence information obtained	1
accordance with change of residence information obtained in conformance	1
accordance with change of residence information obtained in conformance with this subsection	1
accordance with paragraph	1
accordance with paragraph -lrb- 6 -rrb-	1
accordance with section	1
accordance with section 8	1
accordance with section 8 -lrb- d -rrb-	1
accordance with state law for purposes	1
accordance with state law for purposes of a state	1
accordance with state law for purposes of a state motor	1
accordance with state law for purposes of a state motor vehicle	1
accordance with state law for purposes of a state motor vehicle drivers	1
accordance with state law for purposes of a state motor vehicle drivers license	1
accordance with state law for purposes of a state motor vehicle drivers license shall serve	1
accordance with state law for purposes of a state motor vehicle drivers license shall serve as notification	1
accordance with state law for purposes of a state motor vehicle drivers license shall serve as notification of change	1
accordance with state law for purposes of a state motor vehicle drivers license shall serve as notification of change of address	1
accordance with state law for purposes of a state motor vehicle drivers license shall serve as notification of change of address for voter	1
accordance with state law for purposes of a state motor vehicle drivers license shall serve as notification of change of address for voter registration	1
accordance with state law for purposes of a state motor vehicle drivers license shall serve as notification of change of address for voter registration with respect	1
accordance with state law for purposes of a state motor vehicle drivers license shall serve as notification of change of address for voter registration with respect to elections	1
accordance with subsections	1
accordance with subsections -lrb- b -rrb-	1
accordance with title	1
accordance with title 18	1
accuracy	1
accuracy and currency	1
accuracy and currency of official lists	1
accuracy and currency of official lists of eligible voters	1
accurate and current voter registration roll	1
accurate and current voter registration roll for elections	1
accurate and current voter registration roll for elections for federal	1
accurate and current voter registration roll for elections for federal office	1
accurate and current voter registration rolls	1
accurate and current voter registration rolls are	1
accurate and current voter registration rolls are maintained.sec	1
acirc	1
act -lrb- 42 u.s.c. 1973ff-1 et seq. -rrb-	1
act are	1
act authorizes	1
act authorizes or requires	1
act authorizes or requires conduct	1
act does	1
act does not	1
act does not apply	1
act does not apply to a state	1
act has	1
act has a provision	1
act has a provision in the constitution	1
act has a provision in the constitution of the state	1
act in a manner	1
act may be	1
act may be cited	1
act may provide	1
act may provide written notice	1
act may provide written notice of the violation	1
act may provide written notice of the violation to the chief	1
act may provide written notice of the violation to the chief election	1
act may provide written notice of the violation to the chief election official	1
act may provide written notice of the violation to the chief election official of the state	1
act on the administration	1
act on the administration of elections	1
act on the administration of elections for federal	1
act on the administration of elections for federal office	1
act shall supersede	1
act shall take	1
act shall take effect	1
act to establish	1
act to establish national voter	1
act to establish national voter registration	1
act to establish national voter registration procedures	1
act to establish national voter registration procedures for federal	1
act to establish national voter registration procedures for federal elections	1
act unless the state	1
act unless the state maintained	1
act unless the state maintained separate federal	1
act unless the state maintained separate federal and state	1
act unless the state maintained separate federal and state official	1
act unless the state maintained separate federal and state official lists	1
act unless the state maintained separate federal and state official lists of eligible voters	1
act without requiring	1
act without requiring a special election	1
act.sec	1
action in an appropriate district court for declaratory or injunctive relief	1
action in an appropriate district court for declaratory or injunctive relief with respect	1
action in an appropriate district court for declaratory or injunctive relief with respect to the violation	1
action in an appropriate district court for such declaratory or injunctive relief	1
action in an appropriate district court for such declaratory or injunctive relief as is	1
action under paragraph	1
action under paragraph -lrb- 2 -rrb-	1
action under this section	1
activities conducted	1
activities conducted for the purpose	1
activity	1
activity to protect	1
activity to protect the integrity	1
activity to protect the integrity of the electoral process	1
adding	1
adding at the end	1
addition to accepting	1
addition to accepting and using	1
addition to accepting and using the form	1
addition to all other rights	1
addition to all other rights and remedies	1
addition to all other rights and remedies provided	1
addition to all other rights and remedies provided by law	1
addition to any other method	1
addition to any other method of voter	1
addition to any other method of voter registration	1
addition to any other method of voter registration provided	1
addition to any other method of voter registration provided for under state	1
addition to any other method of voter registration provided for under state law	1
addition to conducting	1
addition to conducting voter	1
addition to conducting voter registration	1
addition to voter	1
addition to voter registration	1
addition to voter registration agencies	1
addition to voter registration agencies designated	1
addition to voter registration agencies designated under paragraph	1
additional information	1
additional information as the united	1
additional information as the united states	1
additional information as the united states attorney	1
additional information as the united states attorney may have	1
additional information as the united states attorney may have concerning	1
additional information as the united states attorney may have concerning the offender	1
additional information as the united states attorney may have concerning the offender and the offense	1
address at a polling	1
address at a polling place	1
address at a polling place described	1
address at a polling place described in subparagraph	1
address by such means	1
address by such means as are	1
address by such means as are required	1
address by such means as are required by law	1
address except as provided	1
address except as provided in subsection	1
address for voter	1
address for voter registration	1
address for voter registration with respect	1
address for voter registration with respect to elections	1
address for voter registration with respect to elections for federal	1
